epoch,batch,train_loss,train_accuracy
1,67,1.5963966846466064,0.71875
1,68,1.689030408859253,0.6875
1,69,1.4273321628570557,0.90625
1,70,1.5376906394958496,0.84375
1,71,1.559188723564148,0.8125
1,72,1.7666563987731934,0.6875
1,73,1.8661155700683594,0.65625
1,74,1.810060977935791,0.59375
1,75,1.9022921323776245,0.5
2,0,1.7141214609146118,0.625
2,1,1.5172383785247803,0.78125
2,2,1.6703585386276245,0.65625
2,3,1.5061686038970947,0.71875
2,4,1.5993428230285645,0.875
2,5,1.4281797409057617,0.8125
2,6,1.5738537311553955,0.75
2,7,1.3584580421447754,0.78125
2,8,1.2949507236480713,0.84375
2,9,1.2440896034240723,0.90625
2,10,1.3300467729568481,0.84375
2,11,1.7532107830047607,0.59375
2,12,1.6411586999893188,0.6875
2,13,1.3712999820709229,0.75
2,14,1.4053003787994385,0.8125
2,15,1.3038240671157837,0.8125
2,16,1.3105738162994385,0.8125
2,17,1.2757108211517334,0.875
2,18,1.698706865310669,0.625
2,19,1.5092650651931763,0.75
2,20,1.3124985694885254,0.78125
2,21,1.5640900135040283,0.6875
2,22,1.3841784000396729,0.78125
2,23,1.5122950077056885,0.78125
2,24,1.4477033615112305,0.78125
2,25,1.7126708030700684,0.6875
2,26,1.532219409942627,0.65625
2,27,1.5769157409667969,0.78125
2,28,1.4801111221313477,0.8125
2,29,1.487596869468689,0.78125
2,30,1.4363696575164795,0.75
2,31,1.3888864517211914,0.75
2,32,1.3817267417907715,0.71875
2,33,1.444413185119629,0.8125
2,34,1.3605999946594238,0.84375
2,35,1.6595295667648315,0.71875
2,36,1.7870279550552368,0.65625
2,37,1.5158612728118896,0.71875
2,38,1.3869893550872803,0.75
2,39,1.2793023586273193,0.875
2,40,1.4237089157104492,0.75
2,41,1.5176564455032349,0.6875
2,42,1.3963217735290527,0.8125
2,43,1.4231947660446167,0.75
2,44,1.3592913150787354,0.78125
2,45,1.4672929048538208,0.75
2,46,1.542151927947998,0.6875
2,47,1.5229532718658447,0.71875
2,48,1.2136502265930176,0.84375
2,49,1.4892902374267578,0.8125
2,50,1.336729884147644,0.75
2,51,1.3658757209777832,0.75
2,52,1.3493528366088867,0.8125
2,53,1.4697264432907104,0.75
2,54,1.5737967491149902,0.65625
2,55,1.3704512119293213,0.84375
2,56,1.396489143371582,0.84375
2,57,1.5439739227294922,0.75
2,58,1.367811918258667,0.78125
2,59,1.386307716369629,0.78125
2,60,1.282246708869934,0.75
2,61,1.3712568283081055,0.78125
2,62,1.3321725130081177,0.84375
2,63,1.7088810205459595,0.71875
2,64,1.3896653652191162,0.8125
2,65,1.2453557252883911,0.8125
2,66,1.1291043758392334,0.9375
2,67,1.3317817449569702,0.875
2,68,1.4710917472839355,0.75
2,69,1.5013279914855957,0.71875
2,70,1.3607033491134644,0.8125
2,71,1.4358446598052979,0.75
2,72,1.271343469619751,0.84375
2,73,1.4973777532577515,0.65625
2,74,1.3092588186264038,0.8125
2,75,1.727278470993042,0.625
3,0,1.4372177124023438,0.8125
3,1,1.114377737045288,0.875
3,2,1.2673001289367676,0.84375
3,3,1.2257106304168701,0.84375
3,4,1.149076223373413,0.875
3,5,1.1668529510498047,0.875
3,6,1.3732943534851074,0.8125
3,7,1.4771614074707031,0.78125
3,8,1.118786334991455,0.875
3,9,1.2284218072891235,0.9375
3,10,1.4911201000213623,0.8125
3,11,1.2165602445602417,0.875
3,12,1.1959609985351562,0.84375
3,13,1.1870176792144775,0.875
3,14,1.1327415704727173,0.84375
3,15,1.0821346044540405,0.875
3,16,1.2776272296905518,0.84375
3,17,1.3070011138916016,0.84375
3,18,1.1910004615783691,0.78125
3,19,1.2287036180496216,0.8125
3,20,1.0592930316925049,0.875
3,21,0.9374858140945435,1.0
3,22,1.2932243347167969,0.84375
3,23,1.1173501014709473,0.8125
3,24,1.2227685451507568,0.875
3,25,1.314172625541687,0.78125
3,26,1.2925002574920654,0.8125
3,27,1.226993441581726,0.84375
3,28,1.053540825843811,0.9375
3,29,1.340951919555664,0.75
3,30,1.3358529806137085,0.84375
3,31,1.3380241394042969,0.84375
3,32,1.0406955480575562,0.90625
3,33,1.1119272708892822,0.875
3,34,1.2475898265838623,0.875
3,35,1.2213327884674072,0.84375
3,36,1.2625240087509155,0.78125
3,37,1.106947660446167,0.875
3,38,1.239811897277832,0.8125
3,39,1.1145095825195312,0.9375
3,40,1.341103196144104,0.8125
3,41,1.5289181470870972,0.6875
3,42,1.1173396110534668,0.90625
3,43,1.1306064128875732,0.84375
3,44,1.2647405862808228,0.875
3,45,1.3912559747695923,0.8125
3,46,1.2647793292999268,0.84375
3,47,1.1391499042510986,0.84375
3,48,1.5360777378082275,0.71875
3,49,1.4021656513214111,0.78125
3,50,1.2985845804214478,0.8125
3,51,1.2201534509658813,0.84375
3,52,1.2029809951782227,0.78125
3,53,1.4642534255981445,0.78125
3,54,1.4936879873275757,0.71875
3,55,1.3278584480285645,0.78125
3,56,1.1610019207000732,0.875
3,57,1.1554224491119385,0.8125
3,58,1.2349530458450317,0.78125
3,59,1.3066143989562988,0.8125
3,60,1.0589957237243652,0.84375
3,61,1.3039004802703857,0.78125
3,62,1.1677064895629883,0.8125
3,63,1.2621039152145386,0.84375
3,64,1.3099219799041748,0.71875
3,65,1.2674455642700195,0.8125
3,66,1.1777091026306152,0.875
3,67,1.0534870624542236,0.9375
3,68,1.1581056118011475,0.8125
3,69,1.1677052974700928,0.875
3,70,1.3382803201675415,0.78125
3,71,1.1445084810256958,0.84375
3,72,1.2812368869781494,0.84375
3,73,1.372823715209961,0.8125
3,74,1.3579907417297363,0.8125
3,75,1.3175618648529053,0.75
4,0,0.9706315994262695,0.90625
4,1,0.934060275554657,0.9375
4,2,1.1056098937988281,0.84375
4,3,1.1336555480957031,0.90625
4,4,1.2652909755706787,0.84375
4,5,1.1375339031219482,0.84375
4,6,1.2940980195999146,0.875
4,7,0.9983148574829102,0.90625
4,8,1.1933040618896484,0.90625
4,9,1.0201005935668945,0.90625
4,10,0.9965981245040894,0.90625
4,11,1.2704468965530396,0.8125
4,12,1.0516196489334106,0.875
4,13,1.0245792865753174,0.9375
4,14,1.0050770044326782,0.90625
4,15,1.1379754543304443,0.875
4,16,1.2135255336761475,0.8125
4,17,1.1903424263000488,0.8125
4,18,1.2387275695800781,0.84375
4,19,1.1766927242279053,0.84375
4,20,1.16940438747406,0.8125
4,21,1.0205539464950562,0.90625
4,22,1.0838019847869873,0.9375
4,23,0.9485347867012024,0.90625
4,24,1.1571080684661865,0.84375
4,25,1.1433954238891602,0.875
4,26,1.126630187034607,0.875
4,27,1.004196286201477,0.90625
4,28,1.1913840770721436,0.8125
4,29,0.9692221879959106,0.9375
4,30,0.8952075242996216,0.9375
4,31,1.3483142852783203,0.75
4,32,1.1536033153533936,0.875
4,33,1.2888182401657104,0.75
4,34,1.189969778060913,0.875
4,35,1.0174967050552368,0.9375
4,36,1.4902392625808716,0.8125
4,37,1.088594675064087,0.8125
4,38,0.9602999687194824,0.96875
4,39,1.19062340259552,0.875
4,40,0.9291806221008301,0.9375
4,41,1.3523977994918823,0.78125
4,42,1.1598966121673584,0.875
4,43,1.2831462621688843,0.78125
4,44,1.2100419998168945,0.84375
4,45,1.1330419778823853,0.8125
4,46,1.0290690660476685,0.90625
4,47,1.1043816804885864,0.8125
4,48,1.2135846614837646,0.8125
4,49,1.2516064643859863,0.78125
4,50,0.949742317199707,0.96875
4,51,0.9132529497146606,0.9375
4,52,1.2206836938858032,0.8125
4,53,1.078013300895691,0.875
4,54,1.031537652015686,0.9375
4,55,1.32806396484375,0.84375
4,56,1.181978464126587,0.78125
4,57,1.1746467351913452,0.84375
4,58,0.9107562303543091,1.0
4,59,1.1648858785629272,0.8125
4,60,1.0538619756698608,0.90625
4,61,1.1733201742172241,0.8125
4,62,1.2697405815124512,0.8125
4,63,0.9502450823783875,0.9375
4,64,1.2964885234832764,0.8125
4,65,1.2231663465499878,0.8125
4,66,1.0355277061462402,0.875
4,67,1.4048523902893066,0.6875
4,68,0.9435501098632812,0.9375
4,69,1.3873498439788818,0.78125
4,70,1.3881704807281494,0.78125
4,71,1.0759038925170898,0.875
4,72,1.362478494644165,0.78125
4,73,1.1965060234069824,0.84375
4,74,1.1470396518707275,0.8125
4,75,0.9418613314628601,1.0
5,0,1.120356559753418,0.96875
5,1,0.8768872022628784,1.0
5,2,1.2816846370697021,0.8125
5,3,1.0755343437194824,0.84375
5,4,1.1589857339859009,0.84375
5,5,0.8886102437973022,1.0
5,6,0.8186562061309814,1.0
5,7,1.0297203063964844,0.9375
5,8,1.116075038909912,0.84375
5,9,0.963842511177063,0.9375
5,10,1.2254807949066162,0.75
5,11,1.0986757278442383,0.8125
5,12,0.8630795478820801,0.96875
5,13,1.118399739265442,0.90625
5,14,0.8860567212104797,0.96875
5,15,1.2136927843093872,0.8125
5,16,1.043965220451355,0.90625
5,17,1.0294232368469238,0.875
5,18,1.0072468519210815,0.90625
5,19,0.9407956600189209,1.0
5,20,1.1302478313446045,0.8125
5,21,1.171197533607483,0.9375
5,22,1.0887689590454102,0.875
5,23,0.9067918062210083,0.96875
5,24,1.116546392440796,0.875
5,25,1.2648098468780518,0.78125
5,26,1.0067505836486816,0.90625
5,27,1.1101312637329102,0.84375
5,28,1.3540043830871582,0.8125
5,29,0.9664567708969116,0.90625
5,30,1.1640859842300415,0.875
5,31,1.1246891021728516,0.875
5,32,0.9407814741134644,0.9375
5,33,1.2000670433044434,0.84375
5,34,1.2464830875396729,0.8125
5,35,1.0856664180755615,0.84375
5,36,0.9733058214187622,0.9375
5,37,1.0160056352615356,0.9375
5,38,1.0660347938537598,0.90625
5,39,1.084465503692627,0.90625
5,40,1.0686975717544556,0.90625
5,41,1.0871031284332275,0.875
5,42,1.0030272006988525,0.9375
5,43,1.1550352573394775,0.875
5,44,1.0671393871307373,0.875
5,45,1.0575861930847168,0.875
5,46,1.0844578742980957,0.90625
5,47,1.1446337699890137,0.8125
5,48,0.9160655736923218,0.96875
5,49,1.097027063369751,0.875
5,50,1.0130746364593506,0.9375
5,51,1.1334364414215088,0.875
5,52,1.1039090156555176,0.9375
5,53,1.107023000717163,0.90625
5,54,1.1867187023162842,0.875
5,55,1.1250348091125488,0.84375
5,56,1.2154879570007324,0.875
5,57,1.1636637449264526,0.90625
5,58,1.0427348613739014,0.9375
5,59,1.0398885011672974,0.9375
5,60,1.229078769683838,0.8125
5,61,1.2766666412353516,0.78125
5,62,1.1166621446609497,0.875
5,63,0.9732071757316589,0.90625
5,64,1.000423789024353,0.90625
5,65,0.9822255373001099,0.9375
5,66,0.9978510141372681,0.90625
5,67,1.0752345323562622,0.90625
5,68,1.1211179494857788,0.84375
5,69,1.418656349182129,0.78125
5,70,1.094517469406128,0.84375
5,71,0.9782636165618896,0.90625
5,72,0.9000133275985718,0.9375
5,73,1.113725185394287,0.875
5,74,0.9281222820281982,0.96875
5,75,1.3650325536727905,1.0
6,0,0.9484514594078064,0.9375
6,1,1.0699875354766846,0.875
6,2,0.9241396188735962,0.96875
6,3,0.8741180896759033,0.96875
6,4,1.047069787979126,0.90625
6,5,0.9545934200286865,0.9375
6,6,0.9800053834915161,0.90625
6,7,0.9891930222511292,0.90625
6,8,1.2829957008361816,0.78125
6,9,0.829465925693512,1.0
6,10,1.1166936159133911,0.90625
6,11,1.1499557495117188,0.84375
6,12,0.9696417450904846,0.9375
6,13,1.0520529747009277,0.90625
6,14,1.0089399814605713,0.9375
6,15,1.0324656963348389,0.9375
6,16,1.160182237625122,0.8125
6,17,1.2709490060806274,0.75
6,18,1.006689429283142,0.96875
6,19,1.1182079315185547,0.84375
6,20,1.2274736166000366,0.84375
6,21,0.9202276468276978,0.96875
6,22,0.8741443157196045,0.96875
6,23,0.8481223583221436,1.0
6,24,1.0202176570892334,0.90625
6,25,1.0310962200164795,0.875
6,26,1.0827176570892334,0.90625
6,27,0.8720654249191284,1.0
6,28,0.9825042486190796,0.9375
6,29,0.9022349119186401,0.96875
6,30,1.026574730873108,0.875
6,31,1.0507805347442627,0.875
6,32,1.0027557611465454,0.875
6,33,0.9694498777389526,0.9375
6,34,0.9807987809181213,0.9375
6,35,1.0199310779571533,0.90625
6,36,1.2475943565368652,0.84375
6,37,0.940742015838623,0.9375
6,38,0.9713050127029419,0.90625
6,39,0.9881969690322876,0.90625
6,40,1.0585066080093384,0.90625
6,41,0.9424039125442505,0.9375
6,42,1.06524658203125,0.90625
6,43,0.8464921712875366,0.9375
6,44,1.147676706314087,0.875
6,45,0.8900506496429443,0.96875
6,46,1.0551018714904785,0.9375
6,47,0.8093252182006836,1.0
6,48,1.11831796169281,0.875
6,49,1.166255235671997,0.875
6,50,0.9640078544616699,0.90625
6,51,0.9160021543502808,0.96875
6,52,1.2141826152801514,0.78125
6,53,0.9451007843017578,0.9375
6,54,1.3445229530334473,0.84375
6,55,0.8632832765579224,1.0
6,56,1.0198345184326172,0.875
6,57,0.9615588188171387,0.90625
6,58,0.9510486125946045,0.9375
6,59,0.9139338731765747,0.96875
6,60,1.030519723892212,0.90625
6,61,1.060548186302185,0.875
6,62,0.9561312794685364,0.90625
6,63,0.9293172359466553,0.9375
6,64,1.0100727081298828,0.90625
6,65,0.8827000260353088,0.96875
6,66,0.8460919260978699,0.96875
6,67,1.0471349954605103,0.90625
6,68,0.9337965250015259,0.90625
6,69,1.140542984008789,0.84375
6,70,0.8750424385070801,0.96875
6,71,1.1381756067276,0.84375
6,72,0.9657036066055298,0.96875
6,73,1.1999692916870117,0.84375
6,74,0.97550368309021,0.9375
6,75,1.2255094051361084,0.875
7,0,0.9052934646606445,0.96875
7,1,0.9427839517593384,0.9375
7,2,0.8702370524406433,0.96875
7,3,1.0503203868865967,0.875
7,4,0.902240514755249,0.9375
7,5,1.0410066843032837,0.875
7,6,0.8405280113220215,0.96875
7,7,0.825185239315033,0.96875
7,8,0.9540908336639404,0.90625
7,9,0.7771057486534119,1.0
7,10,0.8058010935783386,1.0
7,11,1.0118433237075806,0.9375
7,12,0.9341475963592529,0.9375
7,13,0.9919434785842896,0.9375
7,14,0.9006751775741577,0.96875
7,15,1.0813993215560913,0.875
7,16,0.9532161951065063,0.96875
7,17,0.896464467048645,0.96875
7,18,0.9574044942855835,0.9375
7,19,1.0844039916992188,0.84375
7,20,0.883350133895874,0.9375
7,21,0.8877236843109131,0.96875
7,22,0.9977302551269531,0.90625
7,23,1.0434383153915405,0.875
7,24,0.9756729006767273,0.9375
7,25,0.9735634326934814,0.9375
7,26,0.8511940836906433,1.0
7,27,0.9005911350250244,0.96875
7,28,1.1476142406463623,0.84375
7,29,0.9476244449615479,0.90625
7,30,1.2492623329162598,0.875
7,31,0.9295852184295654,0.9375
7,32,0.8686972260475159,0.96875
7,33,0.8823542594909668,1.0
7,34,0.9839404821395874,0.90625
7,35,1.0981305837631226,0.875
7,36,0.8575633764266968,1.0
7,37,0.9181954264640808,0.875
7,38,0.7849767208099365,1.0
7,39,1.258453369140625,0.8125
7,40,0.9467915892601013,0.9375
7,41,1.0083380937576294,0.9375
7,42,1.045883297920227,0.875
7,43,1.083681583404541,0.84375
7,44,1.289573311805725,0.78125
7,45,0.8116448521614075,0.96875
7,46,0.9296401143074036,0.9375
7,47,1.0002453327178955,0.90625
7,48,0.8357716202735901,1.0
7,49,0.9629500508308411,0.9375
7,50,0.87479168176651,0.96875
7,51,1.0524523258209229,0.875
7,52,1.071289300918579,0.875
7,53,1.0127402544021606,0.90625
7,54,1.151104211807251,0.875
7,55,1.1753958463668823,0.875
7,56,0.893469512462616,0.90625
7,57,0.8512714505195618,1.0
7,58,0.8782377243041992,0.96875
7,59,1.1203911304473877,0.84375
7,60,1.1499582529067993,0.84375
7,61,1.055030345916748,0.90625
7,62,0.8410027027130127,1.0
7,63,0.8742668628692627,1.0
7,64,0.8421019911766052,1.0
7,65,0.8885267972946167,0.96875
7,66,0.8575469851493835,0.9375
7,67,1.032436728477478,0.90625
7,68,1.1809444427490234,0.90625
7,69,0.9879406094551086,0.90625
7,70,0.9338927268981934,0.90625
7,71,0.8722614049911499,0.96875
7,72,1.0841344594955444,0.875
7,73,0.9649856686592102,0.90625
7,74,1.0881624221801758,0.875
7,75,0.8620145320892334,1.0
8,0,1.0117230415344238,0.875
8,1,1.0748955011367798,0.90625
8,2,1.0486748218536377,0.875
8,3,1.046895146369934,0.90625
8,4,0.9324392676353455,0.96875
8,5,1.0784229040145874,0.875
8,6,0.8514087200164795,1.0
8,7,0.8337999582290649,0.96875
8,8,0.8676875233650208,0.96875
8,9,0.7992213368415833,0.96875
8,10,0.7942507266998291,1.0
8,11,0.9102910161018372,1.0
8,12,1.0963256359100342,0.875
8,13,0.9308195114135742,0.96875
8,14,0.9714733958244324,0.9375
8,15,1.0131142139434814,0.90625
8,16,0.887529194355011,1.0
8,17,1.106534719467163,0.9375
8,18,1.0162875652313232,0.875
8,19,0.9337544441223145,0.9375
8,20,1.2200725078582764,0.8125
8,21,0.9881577491760254,0.90625
8,22,1.075913667678833,0.875
8,23,0.9801117181777954,0.9375
8,24,0.8349099159240723,0.96875
8,25,0.9790112972259521,0.90625
8,26,0.9398292899131775,0.96875
8,27,0.8392037153244019,0.96875
8,28,0.7725270390510559,1.0
8,29,0.9694098234176636,0.96875
8,30,0.9171733856201172,0.9375
8,31,1.1249423027038574,0.84375
8,32,0.9314713478088379,0.9375
8,33,1.3476052284240723,0.8125
8,34,0.9308028221130371,0.96875
8,35,0.8066324591636658,0.96875
8,36,0.8994095921516418,0.9375
8,37,1.3166954517364502,0.84375
8,38,0.9453715085983276,0.90625
8,39,0.9293421506881714,0.90625
8,40,0.9529975056648254,0.9375
8,41,1.034391164779663,0.9375
8,42,0.991104245185852,0.875
8,43,1.0710065364837646,0.875
8,44,1.092175006866455,0.84375
8,45,0.9233917593955994,0.90625
8,46,0.877356767654419,0.96875
8,47,0.8837566375732422,0.96875
8,48,1.0540465116500854,0.875
8,49,0.9970647096633911,0.90625
8,50,0.963353157043457,0.90625
8,51,0.9511420726776123,0.90625
8,52,0.9997251033782959,0.9375
8,53,0.9838626384735107,0.90625
8,54,1.1238689422607422,0.90625
8,55,0.8713013529777527,0.96875
8,56,0.8626198768615723,0.9375
8,57,0.9372068643569946,0.9375
8,58,1.4100627899169922,0.75
8,59,0.9754797220230103,0.90625
8,60,1.0760736465454102,0.8125
8,61,0.9527031183242798,0.9375
8,62,0.9594829082489014,0.9375
8,63,0.9318139553070068,0.9375
8,64,0.8979638814926147,0.96875
8,65,1.1886985301971436,0.875
8,66,1.035119652748108,0.9375
8,67,1.1779097318649292,0.8125
8,68,1.1615447998046875,0.875
8,69,1.0007128715515137,0.875
8,70,0.8704156875610352,0.96875
8,71,1.0107007026672363,0.875
8,72,1.0371074676513672,0.875
8,73,0.8720649480819702,0.96875
8,74,0.977988600730896,0.96875
8,75,1.3600215911865234,0.75
9,0,0.9980072379112244,0.90625
9,1,0.9770779013633728,0.9375
9,2,0.9721386432647705,0.9375
9,3,0.7774361371994019,1.0
9,4,0.8467922210693359,0.96875
9,5,0.9478579759597778,0.90625
9,6,1.2444303035736084,0.8125
9,7,1.1354894638061523,0.875
9,8,1.0267494916915894,0.9375
9,9,0.8862727880477905,0.96875
9,10,0.8790467977523804,0.9375
9,11,1.0745973587036133,0.875
9,12,1.0363633632659912,0.90625
9,13,0.8917385935783386,0.90625
9,14,0.8527483344078064,0.96875
9,15,0.7875300645828247,1.0
9,16,0.9394201040267944,0.9375
9,17,0.9121094346046448,0.96875
9,18,0.965494692325592,0.9375
9,19,0.9450150728225708,0.90625
9,20,0.8305903673171997,0.9375
9,21,0.8254045844078064,0.96875
9,22,0.891616940498352,0.9375
9,23,1.0871059894561768,0.90625
9,24,1.0265029668807983,0.84375
9,25,1.0103938579559326,0.875
9,26,0.9430849552154541,0.9375
9,27,0.9758768081665039,0.9375
9,28,1.078468680381775,0.875
9,29,0.8954428434371948,0.96875
9,30,0.9623816013336182,0.875
9,31,1.006442904472351,0.96875
9,32,0.9158886671066284,0.9375
9,33,1.059887170791626,0.90625
9,34,0.8685722351074219,0.96875
9,35,0.9370810389518738,0.90625
9,36,0.8848038911819458,0.96875
9,37,1.0811405181884766,0.90625
9,38,0.9090055227279663,0.9375
9,39,0.9675030708312988,0.96875
9,40,0.9681540727615356,0.90625
9,41,0.9440027475357056,0.9375
9,42,0.9240186810493469,0.9375
9,43,0.9553519487380981,0.96875
9,44,1.0181959867477417,0.90625
9,45,1.0162609815597534,0.875
9,46,1.0013959407806396,0.9375
9,47,0.9725111722946167,0.9375
9,48,1.0751971006393433,0.875
9,49,0.8030878305435181,1.0
9,50,0.8741740584373474,0.96875
9,51,0.9731088876724243,0.90625
9,52,0.8492779731750488,1.0
9,53,0.8909542560577393,0.96875
9,54,0.8498377799987793,1.0
9,55,1.0067201852798462,0.9375
9,56,1.0370492935180664,0.875
9,57,0.9729576110839844,0.9375
9,58,0.9491419792175293,0.9375
9,59,1.0534931421279907,0.875
9,60,0.8907167315483093,0.9375
9,61,1.060082197189331,0.90625
9,62,0.7546869516372681,1.0
9,63,1.0145800113677979,0.875
9,64,1.1151924133300781,0.875
9,65,0.9683111310005188,0.90625
9,66,1.4508302211761475,0.78125
9,67,0.9606894850730896,0.875
9,68,0.899903416633606,0.9375
9,69,0.8865249156951904,0.96875
9,70,1.0709909200668335,0.875
9,71,1.0545212030410767,0.84375
9,72,1.028245210647583,0.90625
9,73,0.9850503206253052,0.96875
9,74,0.93120276927948,0.96875
9,75,0.7304710149765015,1.0
10,0,0.9430038928985596,0.90625
10,1,0.859250545501709,0.96875
10,2,0.9139392375946045,0.9375
10,3,1.2212882041931152,0.875
10,4,0.9325027465820312,0.9375
10,5,0.9305194616317749,0.9375
10,6,0.8512821197509766,0.96875
10,7,1.1361732482910156,0.875
10,8,0.8484876155853271,1.0
10,9,0.820192813873291,1.0
10,10,0.8790456056594849,0.96875
10,11,0.9253586530685425,0.96875
10,12,0.8709299564361572,0.9375
10,13,0.9116191267967224,0.9375
10,14,0.9466779232025146,0.96875
10,15,1.0438451766967773,0.90625
10,16,0.8685852885246277,0.9375
10,17,0.8689690828323364,0.96875
10,18,1.149681806564331,0.875
10,19,0.977389395236969,0.96875
10,20,0.9275921583175659,0.9375
10,21,0.8499974608421326,1.0
10,22,1.0060899257659912,0.90625
10,23,0.9748979806900024,0.90625
10,24,0.8705072402954102,1.0
10,25,1.0156970024108887,0.875
10,26,0.8876877427101135,0.96875
10,27,1.2738782167434692,0.84375
10,28,1.0304129123687744,0.875
10,29,0.9430536031723022,0.9375
10,30,1.0745744705200195,0.84375
10,31,0.8696572780609131,0.96875
10,32,0.7909427881240845,1.0
10,33,0.8188350200653076,0.96875
10,34,1.0112624168395996,0.90625
10,35,0.9395637512207031,0.9375
10,36,0.9716991186141968,0.875
10,37,0.95215904712677,0.90625
10,38,1.1018931865692139,0.875
10,39,0.9596808552742004,0.9375
10,40,1.2812464237213135,0.8125
10,41,0.961106538772583,0.90625
10,42,1.0665276050567627,0.875
10,43,0.9827296733856201,0.9375
10,44,1.0271689891815186,0.9375
10,45,1.0135633945465088,0.875
10,46,0.8807093501091003,0.9375
10,47,0.9273607134819031,0.96875
10,48,1.0514148473739624,0.90625
10,49,0.8283737897872925,0.96875
10,50,1.0856481790542603,0.90625
10,51,0.7870094180107117,1.0
10,52,0.8992342948913574,0.9375
10,53,0.958050012588501,0.90625
10,54,0.9868354797363281,0.90625
10,55,0.9006840586662292,0.9375
10,56,0.9795078039169312,0.90625
10,57,0.8986451625823975,0.90625
10,58,1.0046674013137817,0.84375
10,59,0.9026503562927246,0.96875
10,60,0.8688356280326843,0.96875
10,61,1.0830966234207153,0.875
10,62,1.1840834617614746,0.84375
10,63,0.8808425664901733,0.96875
10,64,0.9613717198371887,0.90625
10,65,0.9619778394699097,0.9375
10,66,1.0635018348693848,0.90625
10,67,0.8938378095626831,0.96875
10,68,0.9296990633010864,0.96875
10,69,0.9461921453475952,0.90625
10,70,0.8844305276870728,0.96875
10,71,1.179593801498413,0.84375
10,72,0.9905539751052856,0.875
10,73,1.0454843044281006,0.875
10,74,0.840679407119751,1.0
10,75,0.835475504398346,1.0
11,0,0.9272950887680054,0.9375
11,1,0.9209012985229492,0.96875
11,2,0.8540356755256653,0.96875
11,3,0.8295908570289612,1.0
11,4,0.9054026007652283,0.96875
11,5,0.9136503338813782,0.96875
11,6,0.9135326147079468,0.96875
11,7,1.0547759532928467,0.9375
11,8,0.9399364590644836,0.9375
11,9,0.8552152514457703,0.9375
11,10,1.1152639389038086,0.84375
11,11,0.9543797969818115,0.96875
11,12,0.9883719086647034,0.90625
11,13,1.0065956115722656,0.9375
11,14,1.065576195716858,0.90625
11,15,0.822582483291626,0.96875
11,16,0.9503225088119507,0.9375
11,17,0.9544509649276733,0.96875
11,18,0.834279477596283,0.9375
11,19,0.9890689253807068,0.9375
11,20,1.0724427700042725,0.90625
11,21,0.7999821901321411,0.96875
11,22,0.8756430149078369,0.96875
11,23,0.8743694424629211,0.9375
11,24,0.967258095741272,0.9375
11,25,0.8814177513122559,0.9375
11,26,0.9534237384796143,0.96875
11,27,0.8617420196533203,0.96875
11,28,0.940730094909668,0.9375
11,29,0.8348019123077393,0.9375
11,30,0.8347681760787964,0.96875
11,31,0.9940590262413025,0.90625
11,32,1.1333426237106323,0.875
11,33,0.7749657034873962,1.0
11,34,0.9126235842704773,0.9375
