图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,兔子-预测置信度,刺猬-预测置信度,啄木鸟-预测置信度,大猩猩-预测置信度,大象-预测置信度,天鹅-预测置信度,小浣熊-预测置信度,斑马-预测置信度,昆虫-预测置信度,松鼠-预测置信度,树袋熊-预测置信度,梅花鹿-预测置信度,毛毛虫-预测置信度,水母-预测置信度,河马-预测置信度,海豚-预测置信度,海豹-预测置信度,海马-预测置信度,火烈鸟-预测置信度,火鸡-预测置信度,灰狼-预测置信度,熊-预测置信度,熊猫-预测置信度,蝙蝠-预测置信度,金鱼-预测置信度,霍加狓-预测置信度,马-预测置信度,驴-预测置信度,鬓狗-预测置信度,鲨鱼-预测置信度,鲸鱼-预测置信度,鸽子-预测置信度,鹅-预测置信度,鹦鹉-预测置信度,鹬-预测置信度,麋鹿-预测置信度,图像路径,标注类别ID
E:\Image classification\1-Build a dataset\dataset\val\兔子\63.jpg,0,兔子,0,兔子,1,刺猬,27,驴,True,0.7620302438735962,0.017702650278806686,0.007418194320052862,0.006133347284048796,0.00941774807870388,0.0034925402142107487,0.005810348782688379,0.00504717044532299,0.0028361217118799686,0.007593738846480846,0.0021468799095600843,0.0038868377450853586,0.009163135662674904,0.005186558701097965,0.005440336186438799,0.005231678020209074,0.004078620113432407,0.01060173474252224,0.0038261450827121735,0.012829610146582127,0.008704949170351028,0.007491507567465305,0.009284848347306252,0.005170244257897139,0.004522966220974922,0.0069167762994766235,0.00494556687772274,0.016622520983219147,0.004290231503546238,0.00439439108595252,0.0072781420312821865,0.00413720915094018,0.002451167209073901,0.009662540629506111,0.009902403689920902,0.004350903443992138,E:\Image classification\1-Build a dataset\dataset\val\兔子\63.jpg,0
E:\Image classification\1-Build a dataset\dataset\val\兔子\7.jpg,0,兔子,0,兔子,34,鹬,2,啄木鸟,True,0.9667395353317261,0.0008878913358785212,0.0017674430273473263,0.0006173953297547996,0.000601976818870753,0.0010619242675602436,0.0005635664565488696,0.0013248220784589648,0.0008134329109452665,0.0006154474103823304,0.0005236945580691099,0.0007288082269951701,0.00045365773257799447,0.0006816157256253064,0.0008548703626729548,0.0015501752495765686,0.00040430098306387663,0.0012749473098665476,0.0011123192962259054,0.0014480957761406898,0.0009239665232598782,0.00046355699305422604,0.0007006912492215633,0.0010587004944682121,0.0009694731561467052,0.0015240417560562491,0.001077573630027473,0.001521678059361875,0.0003602541983127594,0.0007517491467297077,0.001169988652691245,0.00038057047640904784,0.0006404427113011479,0.0009319768287241459,0.0023246309719979763,0.001174803008325398,E:\Image classification\1-Build a dataset\dataset\val\兔子\7.jpg,0
E:\Image classification\1-Build a dataset\dataset\val\兔子\72.jpg,0,兔子,0,兔子,21,熊,12,毛毛虫,True,0.9542036056518555,0.0008159431745298207,0.001976627856492996,0.0008522179559804499,0.0017872387543320656,0.000773671839851886,0.0007657489622943103,0.0012726408895105124,0.0008525674929842353,0.0007529300637543201,0.0017510297475382686,0.0006405278691090643,0.0032213018275797367,0.0018575951689854264,0.0006017248379066586,0.0011290909023955464,0.0009602151694707572,0.0022507726680487394,0.0008069499162957072,0.0015531664248555899,0.0007474637823179364,0.0032757078297436237,0.001985961804166436,0.0012281256495043635,0.0006134540890343487,0.0009048323845490813,0.0011818837374448776,0.001116321887820959,0.00040675868513062596,0.000994667992927134,0.0017124649602919817,0.00042273750295862556,0.0007054563611745834,0.0018777139484882355,0.00233811535872519,0.00166289450135082,E:\Image classification\1-Build a dataset\dataset\val\兔子\72.jpg,0
E:\Image classification\1-Build a dataset\dataset\val\兔子\81.jpg,0,兔子,0,兔子,19,火鸡,10,树袋熊,True,0.9173567295074463,0.0016161043895408511,0.0024192743003368378,0.001267943880520761,0.0015641705831512809,0.0012004193849861622,0.0014100369298830628,0.002732647582888603,0.0011836686171591282,0.005460087675601244,0.005664453376084566,0.0021981270983815193,0.0021280632354319096,0.002021178836002946,0.0011960616102442145,0.003338300622999668,0.0007385906064882874,0.0012516455026343465,0.0017607392510399222,0.0116557152941823,0.0013844124041497707,0.002112932503223419,0.0020123478025197983,0.0033108831848949194,0.0015132733387872577,0.0020355212036520243,0.001573991379700601,0.0014784300001338124,0.0011283911298960447,0.0011661151656880975,0.002546448027715087,0.001350527978502214,0.0031005435157567263,0.0012672875309363008,0.0026800946798175573,0.003174798795953393,E:\Image classification\1-Build a dataset\dataset\val\兔子\81.jpg,0
E:\Image classification\1-Build a dataset\dataset\val\兔子\91.jpg,0,兔子,0,兔子,24,金鱼,19,火鸡,True,0.8227595686912537,0.0023543101269751787,0.004715055227279663,0.003811908420175314,0.004635213408619165,0.00225496175698936,0.0024513625539839268,0.003956394735723734,0.002076024655252695,0.01291829627007246,0.0036041047424077988,0.006691520102322102,0.010405650362372398,0.0024428467731922865,0.00645539490506053,0.009152228012681007,0.001969478093087673,0.0029001126531511545,0.002315586432814598,0.013209915719926357,0.002724369987845421,0.0022804236505180597,0.004768380895256996,0.006388388574123383,0.014678329229354858,0.0044057960622012615,0.0023878540378063917,0.0048298765905201435,0.0023278670851141214,0.003460359526798129,0.004394759889692068,0.004714032169431448,0.009513911791145802,0.003886896651238203,0.0053891572169959545,0.002769771497696638,E:\Image classification\1-Build a dataset\dataset\val\兔子\91.jpg,0
E:\Image classification\1-Build a dataset\dataset\val\兔子\96.jpg,0,兔子,0,兔子,1,刺猬,21,熊,True,0.40079987049102783,0.05908891558647156,0.010508484207093716,0.00804190058261156,0.009542044252157211,0.007222361862659454,0.009445562027394772,0.01121698971837759,0.008021272718906403,0.03935747593641281,0.018654391169548035,0.00482848659157753,0.0136762959882617,0.007660587318241596,0.0075787752866744995,0.008919866755604744,0.032321780920028687,0.030078953132033348,0.005414532497525215,0.016408151015639305,0.01083329040557146,0.04883819445967674,0.007571955677121878,0.006474555470049381,0.030072612687945366,0.01056914497166872,0.02520722709596157,0.010956683196127415,0.011035459116101265,0.007430619094520807,0.01640181615948677,0.006786470767110586,0.01908743940293789,0.040048748254776,0.02170500159263611,0.018194131553173065,E:\Image classification\1-Build a dataset\dataset\val\兔子\96.jpg,0
E:\Image classification\1-Build a dataset\dataset\val\刺猬\100.jpg,1,刺猬,1,刺猬,21,熊,28,鬓狗,True,0.011639292351901531,0.15699200332164764,0.003349398262798786,0.02743353694677353,0.011301886290311813,0.02203352563083172,0.01102499756962061,0.012047476135194302,0.011756554245948792,0.045474182814359665,0.026346536353230476,0.014304553158581257,0.01612878404557705,0.014101053588092327,0.00964278168976307,0.013555183075368404,0.028610019013285637,0.012018980458378792,0.01527979876846075,0.0458015538752079,0.015180528163909912,0.13525520265102386,0.025984808802604675,0.005162016488611698,0.0373501293361187,0.00752066308632493,0.03421207517385483,0.015579045750200748,0.050610318779945374,0.023645224049687386,0.015348191373050213,0.03471514582633972,0.033353742212057114,0.011322916485369205,0.016652477905154228,0.029265444725751877,E:\Image classification\1-Build a dataset\dataset\val\刺猬\100.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\21.jpg,1,刺猬,1,刺猬,4,大象,34,鹬,True,0.003054967848584056,0.801440417766571,0.006433676928281784,0.009698488749563694,0.012037817388772964,0.010173383168876171,0.0021904120221734047,0.003985510673373938,0.005513148382306099,0.005277806427329779,0.005264208652079105,0.003443730529397726,0.006155108567327261,0.0056650033220648766,0.007178894244134426,0.00691854627802968,0.0028672409243881702,0.004526285920292139,0.00642400560900569,0.006618006154894829,0.006406021770089865,0.004294844344258308,0.0036481968127191067,0.004134560003876686,0.004237638786435127,0.007294035051018,0.004838740918785334,0.005109210964292288,0.0038480788934975863,0.00458937743678689,0.004881081636995077,0.005322592798620462,0.002657691016793251,0.006670414470136166,0.010251233354210854,0.006949670147150755,E:\Image classification\1-Build a dataset\dataset\val\刺猬\21.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\27.jpg,1,刺猬,1,刺猬,13,水母,35,麋鹿,True,0.0030284265521913767,0.8677858114242554,0.0027619812171906233,0.004424341954290867,0.006732869893312454,0.0042664771899580956,0.002343539148569107,0.003257932374253869,0.0018920256989076734,0.0023256440181285143,0.005201516207307577,0.0021195008885115385,0.0025366449262946844,0.008700327016413212,0.004419410135596991,0.005345095414668322,0.002477486850693822,0.003710721619427204,0.0033956735860556364,0.0053273956291377544,0.0024361200630664825,0.0026324503123760223,0.003054994624108076,0.004400806035846472,0.0023927714210003614,0.004385795909911394,0.003595032263547182,0.002503815107047558,0.002899764571338892,0.004326213616877794,0.004148837644606829,0.0033909494522958994,0.0025336616672575474,0.004197170492261648,0.0033976109698414803,0.007651248015463352,E:\Image classification\1-Build a dataset\dataset\val\刺猬\27.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\28.jpg,1,刺猬,1,刺猬,13,水母,21,熊,True,0.0069124442525208,0.7210004329681396,0.005150222219526768,0.009791410528123379,0.009242157451808453,0.009646988473832607,0.0067224144004285336,0.00312958681024611,0.0066594514064490795,0.00589724350720644,0.0041611152701079845,0.004445620346814394,0.0036870024632662535,0.035332147032022476,0.010468872264027596,0.01371096819639206,0.003776503959670663,0.007603881414979696,0.003337388625368476,0.004666293505579233,0.004274556878954172,0.015620146878063679,0.005146289709955454,0.006593538448214531,0.009759183041751385,0.0066104913130402565,0.004991828463971615,0.006312465760856867,0.004872430115938187,0.010644974187016487,0.006428783759474754,0.012251537293195724,0.006032824981957674,0.008792739361524582,0.007168058771640062,0.009158019907772541,E:\Image classification\1-Build a dataset\dataset\val\刺猬\28.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\3.jpg,1,刺猬,1,刺猬,5,天鹅,14,河马,True,0.0009909392101690173,0.9572239518165588,0.0007956150220707059,0.0013967981794849038,0.0022502895444631577,0.002619632286950946,0.000543181027751416,0.001057912944816053,0.0008276319713331759,0.0008633166435174644,0.0006581036723218858,0.0006284156697802246,0.001225163578055799,0.0021712607704102993,0.002557688392698765,0.001597764203324914,0.0010750129586085677,0.0015986614162102342,0.0011842307867482305,0.0008529085316695273,0.000738755741622299,0.0014233223628252745,0.0007234116783365607,0.0005542861181311309,0.001020051771774888,0.0018856676761060953,0.0009991561528295279,0.0011335286544635892,0.0006449689972214401,0.0011775244493037462,0.0016236709197983146,0.000587280432227999,0.0006375366356223822,0.0014287581434473395,0.0014220571611076593,0.001881582080386579,E:\Image classification\1-Build a dataset\dataset\val\刺猬\3.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\31.jpg,1,刺猬,1,刺猬,3,大猩猩,4,大象,True,0.0028490484692156315,0.9089149832725525,0.00231460970826447,0.0044265552423894405,0.004409735091030598,0.0037428117357194424,0.0016113421879708767,0.002022871980443597,0.0017278038430958986,0.0014296245062723756,0.0017412255983799696,0.0017791430000215769,0.0014034593477845192,0.002776755252853036,0.0036591493990272284,0.0023050636518746614,0.0012585243675857782,0.0022904477082192898,0.002882193773984909,0.003532729111611843,0.004011412616819143,0.00306011363863945,0.001599438488483429,0.0020200437866151333,0.002658132929354906,0.004034026060253382,0.0024648054968565702,0.0031880394089967012,0.002326574409380555,0.00273682177066803,0.002096481854096055,0.0026366272941231728,0.0017399467760697007,0.0022771554067730904,0.00327049451880157,0.0028019987512379885,E:\Image classification\1-Build a dataset\dataset\val\刺猬\31.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\49.jpg,1,刺猬,1,刺猬,4,大象,5,天鹅,True,0.00393203878775239,0.8573076725006104,0.003843650221824646,0.005304522812366486,0.007722334936261177,0.0057518663816154,0.0028813222888857126,0.002908043097704649,0.003263135440647602,0.0030664128717035055,0.0019941269420087337,0.003182522254064679,0.002819133922457695,0.005582789890468121,0.005134028848260641,0.00501879071816802,0.0022890300024300814,0.0038557196967303753,0.003562018508091569,0.004504881799221039,0.0038614696823060513,0.005081193521618843,0.0024602715857326984,0.003967962693423033,0.004094239789992571,0.005562897771596909,0.004078452475368977,0.003573091235011816,0.0033856944646686316,0.0042267111130058765,0.0045042759738862514,0.0036060847342014313,0.002996588358655572,0.0039097098633646965,0.005558034870773554,0.005209289025515318,E:\Image classification\1-Build a dataset\dataset\val\刺猬\49.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\55.jpg,1,刺猬,1,刺猬,4,大象,35,麋鹿,True,0.0021334527991712093,0.9296597242355347,0.0014197304844856262,0.002822328358888626,0.004526953212916851,0.003765680128708482,0.0008536281529814005,0.0014321338385343552,0.0011593521339818835,0.0013282293220981956,0.001109916833229363,0.0009083562181331217,0.0014881769893690944,0.0030068380292505026,0.003643437521532178,0.002348684472963214,0.001400372595526278,0.0013212617486715317,0.0015907371416687965,0.0017688783118501306,0.002118512289598584,0.0016670804470777512,0.0011991944629698992,0.001907645957544446,0.0014343870570883155,0.0032068563159555197,0.002134149894118309,0.0026741279289126396,0.0010795637499541044,0.0019948992412537336,0.00173646688926965,0.001292113563977182,0.0009256242192350328,0.0021287761628627777,0.002755383960902691,0.00405725184828043,E:\Image classification\1-Build a dataset\dataset\val\刺猬\55.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\56.jpg,1,刺猬,1,刺猬,4,大象,10,树袋熊,True,0.0034197522327303886,0.803644597530365,0.004794951993972063,0.008485664613544941,0.0111546590924263,0.0076543791219592094,0.0023391826543956995,0.005979311186820269,0.004688506945967674,0.0031914543360471725,0.011140365153551102,0.003002129727974534,0.007968180812895298,0.006527726072818041,0.007779914420098066,0.005593863781541586,0.003924828488379717,0.005217710509896278,0.006167212035506964,0.0060341814532876015,0.0061488947831094265,0.003327480284497142,0.003075504442676902,0.005328107625246048,0.003625325160101056,0.006246074102818966,0.0033934032544493675,0.0058818687684834,0.003982347436249256,0.006081829778850079,0.004655309021472931,0.004383663646876812,0.0027239874470978975,0.006948718801140785,0.006458158139139414,0.009030679240822792,E:\Image classification\1-Build a dataset\dataset\val\刺猬\56.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\58.jpg,1,刺猬,1,刺猬,4,大象,5,天鹅,True,0.002898599486798048,0.8564441800117493,0.004094196017831564,0.005800257436931133,0.008844665251672268,0.008231996558606625,0.0023403153754770756,0.0031394613906741142,0.0030840809922665358,0.00256189308129251,0.001993284560739994,0.002507134573534131,0.002642078557983041,0.006227609235793352,0.005606436170637608,0.005155769642442465,0.0025859770830720663,0.0033580553717911243,0.00428861053660512,0.003551243804395199,0.0031539483461529016,0.004001263063400984,0.0021907840855419636,0.002829956589266658,0.003119936678558588,0.00578561145812273,0.004399633966386318,0.004007604904472828,0.00348132592625916,0.004065811634063721,0.005731089040637016,0.0038312156684696674,0.002305553061887622,0.003274981863796711,0.006294769234955311,0.00617076875641942,E:\Image classification\1-Build a dataset\dataset\val\刺猬\58.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\63.jpg,1,刺猬,1,刺猬,21,熊,14,河马,True,0.0014684256166219711,0.954060971736908,0.00025129542336799204,0.0012796695809811354,0.0008065708098001778,0.0006967329536564648,0.0007101919036358595,0.0007304741884581745,0.0012222197838127613,0.0011749662226065993,0.0018635025480762124,0.0006563643109984696,0.0010729316854849458,0.0024601847399026155,0.003992930985987186,0.0015300390077754855,0.00071999168721959,0.0032098700758069754,0.00032989875762723386,0.002064238302409649,0.0003443727036938071,0.004002410918474197,0.001056346227414906,0.0020489897578954697,0.00046075109275989234,0.000542000459972769,0.0003544622741173953,0.0015866688918322325,0.0007814704440534115,0.0009370404295623302,0.0019115187460556626,0.0005525565939024091,0.0027148837689310312,0.0007145603885874152,0.0009707191493362188,0.0007196380756795406,E:\Image classification\1-Build a dataset\dataset\val\刺猬\63.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\72.jpg,1,刺猬,12,毛毛虫,1,刺猬,11,梅花鹿,True,0.025188390165567398,0.18812952935695648,0.007858270779252052,0.025218339636921883,0.052652616053819656,0.006684977561235428,0.0033890572376549244,0.02024543099105358,0.006396505516022444,0.0036012206692248583,0.029725207015872,0.06619587540626526,0.19461441040039062,0.015069696120917797,0.056860100477933884,0.013704251497983932,0.0035589435137808323,0.01695995032787323,0.010750225745141506,0.019943276420235634,0.025890665128827095,0.012339790351688862,0.026097839698195457,0.010738944634795189,0.01001383364200592,0.01924818567931652,0.003221253165975213,0.00710092531517148,0.012735427357256413,0.010052770376205444,0.0036372567992657423,0.0033515403047204018,0.041620973497629166,0.017735065892338753,0.014003116637468338,0.015466093085706234,E:\Image classification\1-Build a dataset\dataset\val\刺猬\72.jpg,1
E:\Image classification\1-Build a dataset\dataset\val\刺猬\74.jpg,1,刺猬,1,刺猬,19,火鸡,17,海马,True,0.015318913385272026,0.5863378047943115,0.009228836745023727,0.001556582748889923,0.005248009227216244,0.002525405026972294,0.013681687414646149,0.0017971276538446546,0.012794635258615017,0.05432336777448654,0.0022104817908257246,0.0033164354972541332,0.011853829026222229,0.008234507404267788,0.005309805274009705,0.002604274544864893,0.001603342010639608,0.06282322108745575,0.0042780134826898575,0.09344150871038437,0.008031502366065979,0.028265884146094322,0.002363882027566433,0.01383114606142044,0.0019243276910856366,0.009375093504786491,0.002252758014947176,0.0053246780298650265,0.0021245914977043867,0.0026594954542815685,0.0015358284581452608,0.001622600480914116,0.0017869503935799003,0.010070551186800003,0.0026922975666821003,0.007650619372725487,E:\Image classification\1-Build a dataset\dataset\val\刺猬\74.jpg,1
